Depth: 0.02, Temp: 27.72, Speed: 0.51
Depth: 1.79, Temp: 28.66, Speed: 2.98
Depth: 3.70, Temp: 21.87, Speed: 0.46
Depth: 2.51, Temp: 20.96, Speed: 10.70
Depth: 0.00, Temp: 22.48, Speed: 5.52
Depth: 0.60, Temp: 24.45, Speed: 1.09
Depth: 0.01, Temp: 27.68, Speed: 1.07
Depth: 0.00, Temp: 23.35, Speed: 0.49
Depth: 0.01, Temp: 29.31, Speed: 0.24
Depth: 0.00, Temp: 27.17, Speed: 0.00
Depth: 0.00, Temp: 29.92, Speed: 0.00
Depth: 0.00, Temp: 27.61, Speed: 0.00
Depth: 0.00, Temp: 21.25, Speed: 0.00
Depth: 0.00, Temp: 22.98, Speed: 0.00
Depth: 0.00, Temp: 22.06, Speed: 0.00
Depth: 0.00, Temp: 21.97, Speed: 0.00
Depth: 0.00, Temp: 28.71, Speed: 0.00
Depth: 0.00, Temp: 29.52, Speed: 0.00
Depth: 0.00, Temp: 27.14, Speed: 0.00
Depth: 0.00, Temp: 26.04, Speed: 0.00
Depth: 0.00, Temp: 25.31, Speed: 0.00
Depth: 0.00, Temp: 25.67, Speed: 0.00
Depth: 0.00, Temp: 21.63, Speed: 0.00
Depth: 0.00, Temp: 24.85, Speed: 0.00
Depth: 0.00, Temp: 24.58, Speed: 0.00
Depth: 0.00, Temp: 25.81, Speed: 0.00
Depth: 0.00, Temp: 21.34, Speed: 0.00
Depth: 0.00, Temp: 20.86, Speed: 0.00
Depth: 0.00, Temp: 20.68, Speed: 0.00
Depth: 0.00, Temp: 20.29, Speed: 0.00
Depth: 0.00, Temp: 27.97, Speed: 0.00
