Depth: 0.01, Temp: 25.82, Speed: 0.23
Depth: 0.00, Temp: 27.20, Speed: 0.15
Depth: 0.00, Temp: 25.92, Speed: 0.00
Depth: 0.00, Temp: 28.18, Speed: 0.00
Depth: 0.00, Temp: 20.21, Speed: 0.00
Depth: 0.00, Temp: 29.76, Speed: 0.00
Depth: 0.00, Temp: 28.25, Speed: 0.00
Depth: 0.00, Temp: 28.66, Speed: 0.00
Depth: 0.00, Temp: 25.76, Speed: 0.00
Depth: 0.00, Temp: 26.89, Speed: 0.00
Depth: 0.00, Temp: 28.32, Speed: 0.00
Depth: 0.00, Temp: 20.89, Speed: 0.00
Depth: 0.00, Temp: 28.27, Speed: 0.00
Depth: 0.00, Temp: 21.11, Speed: 0.00
Depth: 0.00, Temp: 22.31, Speed: 0.00
Depth: 0.00, Temp: 22.93, Speed: 0.00
Depth: 0.00, Temp: 20.33, Speed: 0.00
Depth: 0.00, Temp: 25.00, Speed: 0.00
Depth: 0.00, Temp: 21.98, Speed: 0.00
Depth: 0.00, Temp: 23.67, Speed: 0.00
Depth: 0.00, Temp: 24.42, Speed: 0.00
Depth: 0.00, Temp: 28.81, Speed: 0.00
Depth: 0.00, Temp: 27.19, Speed: 0.00
Depth: 0.00, Temp: 21.05, Speed: 0.00
Depth: 0.00, Temp: 25.31, Speed: 0.00
Depth: 0.00, Temp: 26.99, Speed: 0.00
Depth: 0.00, Temp: 27.53, Speed: 0.00
Depth: 0.00, Temp: 22.11, Speed: 0.00
Depth: 0.00, Temp: 21.40, Speed: 0.00
Depth: 0.00, Temp: 26.52, Speed: 0.00
Depth: 0.00, Temp: 27.04, Speed: 0.00
Depth: 0.00, Temp: 28.38, Speed: 0.00
Depth: 0.00, Temp: 20.28, Speed: 0.00
Depth: 0.00, Temp: 21.78, Speed: 0.00
Depth: 0.00, Temp: 24.49, Speed: 0.00
