Depth: 0.04, Temp: 23.55, Speed: 0.48
Depth: 0.06, Temp: 20.28, Speed: 0.14
Depth: 0.06, Temp: 26.99, Speed: 0.00
Depth: 0.06, Temp: 29.35, Speed: 0.00
Depth: 0.06, Temp: 26.77, Speed: 0.00
Depth: 0.06, Temp: 29.31, Speed: 0.00
Depth: 0.06, Temp: 26.05, Speed: 0.00
Depth: 0.06, Temp: 24.01, Speed: 0.00
Depth: 0.06, Temp: 21.32, Speed: 0.00
Depth: 0.06, Temp: 23.36, Speed: 0.00
Depth: 0.06, Temp: 29.18, Speed: 0.00
Depth: 0.06, Temp: 20.48, Speed: 0.00
Depth: 0.06, Temp: 27.52, Speed: 0.00
Depth: 0.06, Temp: 23.38, Speed: 0.00
Depth: 0.06, Temp: 23.18, Speed: 0.00
Depth: 0.06, Temp: 22.53, Speed: 0.00
Depth: 0.06, Temp: 26.21, Speed: 0.00
Depth: 0.06, Temp: 28.21, Speed: 0.00
Depth: 0.06, Temp: 29.67, Speed: 0.00
Depth: 0.06, Temp: 28.64, Speed: 0.00
Depth: 0.06, Temp: 25.31, Speed: 0.00
